change_id,change_date,citizen_id,reason_code,score_delta,recorded_by_officer_id
CH-0003361,2026-06-17,PR-01517,CV-002,-27,OFC-221
CH-0003362,2026-01-17,PR-02863,EM-030,13,OFC-217
CH-0003363,2026-01-24,PR-00040,CV-002,-27,OFC-188
CH-0003364,2026-04-19,PR-01581,CV-021,-53,OFC-170
CH-0003365,2026-02-15,PR-01435,CV-001,3,OFC-218
CH-0003366,2026-03-07,PR-01834,SC-013,-75,OFC-233
CH-0003367,2026-01-09,PR-01100,SR-102,5,OFC-187
CH-0003368,2026-06-06,PR-00177,CV-020,11,OFC-230
CH-0003369,2026-06-08,PR-00964,FN-041,-5,OFC-194
CH-0003370,2026-05-25,PR-01877,FN-041,-6,OFC-168
CH-0003371,2026-05-30,PR-01521,PR-111,-30,OFC-141
CH-0003372,2026-05-29,PR-00364,TR-060,-3,OFC-185
CH-0003373,2026-05-05,PR-01056,SC-011,-41,OFC-244
CH-0003374,2026-01-12,PR-02334,NW-071,-25,OFC-188
CH-0003375,2026-01-23,PR-02488,FN-041,-5,OFC-245
CH-0003376,2026-03-13,PR-02284,SC-010,7,OFC-175
CH-0003377,2026-04-04,PR-02776,FN-040,2,OFC-181
CH-0003378,2026-02-07,PR-02871,TR-060,-2,OFC-122
CH-0003379,2026-01-07,PR-01223,CV-001,4,OFC-221
CH-0003380,2026-04-30,PR-01897,CV-020,14,OFC-225
CH-0003381,2026-02-27,PR-01691,SR-102,7,OFC-228
CH-0003382,2026-04-11,PR-00599,HE-051,-16,OFC-137
CH-0003383,2026-02-24,PR-00276,CV-003,-58,OFC-136
CH-0003384,2026-05-18,PR-01293,HE-051,-17,OFC-179
CH-0003385,2026-05-04,PR-00518,HE-051,-21,OFC-234
CH-0003386,2026-05-03,PR-01424,NW-071,-21,OFC-211
CH-0003387,2026-03-02,PR-01247,CL-091,15,OFC-129
CH-0003388,2026-02-13,PR-01089,AP-081,-7,OFC-175
CH-0003389,2026-03-21,PR-00715,TR-061,-46,OFC-206
CH-0003390,2026-06-03,PR-01488,CV-002,-26,OFC-115
CH-0003391,2026-01-29,PR-01370,CV-021,-53,OFC-231
CH-0003392,2026-04-25,PR-01563,FN-041,-11,OFC-218
CH-0003393,2026-02-15,PR-01521,CL-090,-12,OFC-211
CH-0003394,2026-03-23,PR-00448,EM-031,-21,OFC-223
CH-0003395,2026-03-12,PR-00515,CV-001,5,OFC-185
CH-0003396,2026-03-04,PR-02671,CV-001,2,OFC-214
CH-0003397,2026-03-25,PR-02921,NW-070,12,OFC-166
CH-0003398,2026-01-14,PR-00560,HE-050,3,OFC-117
CH-0003399,2026-06-10,PR-00678,EM-030,7,OFC-120
CH-0003400,2026-02-01,PR-02098,TR-062,7,OFC-146
CH-0003401,2026-06-18,PR-01917,CL-090,-15,OFC-119
CH-0003402,2026-02-07,PR-02302,SC-010,8,OFC-167
CH-0003403,2026-06-17,PR-00420,NW-072,-10,OFC-235
CH-0003404,2026-04-18,PR-01802,SR-102,4,OFC-126
CH-0003405,2026-04-11,PR-02448,SC-012,-12,OFC-226
CH-0003406,2026-04-11,PR-00899,SR-102,6,OFC-194
CH-0003407,2026-01-21,PR-02201,CV-002,-24,OFC-161
CH-0003408,2026-02-02,PR-01344,SR-100,-56,OFC-212
CH-0003409,2026-01-23,PR-01346,TR-062,3,OFC-200
CH-0003410,2026-02-07,PR-00119,HE-050,6,OFC-103
CH-0003411,2026-05-06,PR-02631,NW-071,-24,OFC-137
CH-0003412,2026-06-07,PR-01531,AP-081,-7,OFC-173
CH-0003413,2026-03-18,PR-02396,SC-013,-74,OFC-110
CH-0003414,2026-06-27,PR-00746,HE-050,5,OFC-248
CH-0003415,2026-01-28,PR-01756,FN-040,0,OFC-245
CH-0003416,2026-02-05,PR-00218,TR-061,-46,OFC-178
CH-0003417,2026-05-17,PR-01524,CL-090,-13,OFC-139
CH-0003418,2026-02-25,PR-01922,TR-061,-42,OFC-212
CH-0003419,2026-02-03,PR-00280,NW-070,14,OFC-246
CH-0003420,2026-03-04,PR-02671,NW-071,-19,OFC-250
CH-0003421,2026-05-13,PR-01500,SC-011,-42,OFC-250
CH-0003422,2026-02-20,PR-01540,EM-030,12,OFC-107
CH-0003423,2026-03-07,PR-02057,TR-060,0,OFC-146
CH-0003424,2026-06-09,PR-02917,CV-020,11,OFC-185
CH-0003425,2026-05-29,PR-00796,CV-021,-47,OFC-192
CH-0003426,2026-02-02,PR-00922,SC-013,-78,OFC-244
CH-0003427,2026-02-07,PR-01141,AP-081,-2,OFC-220
CH-0003428,2026-03-18,PR-01546,AP-080,38,OFC-231
CH-0003429,2026-01-09,PR-02322,TR-061,-43,OFC-121
CH-0003430,2026-04-25,PR-02610,EM-030,12,OFC-164
CH-0003431,2026-03-13,PR-00943,CV-001,2,OFC-220
CH-0003432,2026-04-24,PR-02639,CV-002,-23,OFC-155
CH-0003433,2026-03-14,PR-01608,AP-080,34,OFC-187
CH-0003434,2026-02-08,PR-00405,AP-080,32,OFC-229
CH-0003435,2026-04-09,PR-00067,PR-110,1,OFC-171
CH-0003436,2026-04-09,PR-02535,NW-070,13,OFC-189
CH-0003437,2026-03-29,PR-01981,FN-040,2,OFC-122
CH-0003438,2026-01-16,PR-01207,CV-020,10,OFC-154
CH-0003439,2026-01-07,PR-00386,CV-003,-57,OFC-141
CH-0003440,2026-06-17,PR-02989,CV-003,-62,OFC-189
CH-0003441,2026-01-25,PR-00571,FN-041,-8,OFC-208
CH-0003442,2026-02-04,PR-00977,SC-010,10,OFC-244
CH-0003443,2026-03-07,PR-02469,CV-002,-26,OFC-157
CH-0003444,2026-06-29,PR-00822,TR-061,-46,OFC-124
CH-0003445,2026-04-19,PR-00406,PR-110,5,OFC-106
CH-0003446,2026-05-27,PR-02638,NW-072,-10,OFC-247
CH-0003447,2026-06-15,PR-00310,SC-012,-15,OFC-218
CH-0003448,2026-01-19,PR-00972,CV-020,13,OFC-166
CH-0003449,2026-02-26,PR-02457,TR-062,5,OFC-199
CH-0003450,2026-03-06,PR-00334,CV-002,-23,OFC-215
CH-0003451,2026-02-13,PR-02322,TR-060,0,OFC-210
CH-0003452,2026-02-06,PR-01217,CV-002,-22,OFC-146
CH-0003453,2026-01-14,PR-02419,CV-021,-47,OFC-136
CH-0003454,2026-03-24,PR-00959,CV-020,15,OFC-144
CH-0003455,2026-03-18,PR-00353,CV-020,11,OFC-234
CH-0003456,2026-04-04,PR-01442,SC-010,7,OFC-231
CH-0003457,2026-01-01,PR-02777,NW-071,-19,OFC-200
CH-0003458,2026-05-14,PR-02267,SC-010,7,OFC-235
CH-0003459,2026-06-12,PR-00823,TR-062,7,OFC-201
CH-0003460,2026-01-19,PR-01005,NW-071,-22,OFC-246
CH-0003461,2026-05-14,PR-00733,NW-071,-19,OFC-135
CH-0003462,2026-03-24,PR-01328,TR-061,-48,OFC-199
CH-0003463,2026-02-17,PR-00724,SR-101,-39,OFC-175
CH-0003464,2026-03-19,PR-01692,SR-100,-52,OFC-164
CH-0003465,2026-02-26,PR-01440,SC-012,-13,OFC-158
CH-0003466,2026-04-11,PR-02086,CV-020,11,OFC-191
CH-0003467,2026-06-24,PR-00889,TR-062,2,OFC-244
CH-0003468,2026-06-04,PR-00800,FN-041,-9,OFC-216
CH-0003469,2026-01-06,PR-00701,FN-041,-7,OFC-177
CH-0003470,2026-06-04,PR-01073,FN-041,-7,OFC-205
CH-0003471,2026-06-13,PR-02234,EM-030,9,OFC-202
CH-0003472,2026-04-29,PR-00919,EM-031,-18,OFC-225
CH-0003473,2026-05-11,PR-01676,SC-012,-14,OFC-196
CH-0003474,2026-04-03,PR-02983,PR-110,0,OFC-225
CH-0003475,2026-01-15,PR-02309,PR-111,-28,OFC-184
CH-0003476,2026-05-17,PR-00203,CV-001,4,OFC-155
CH-0003477,2026-05-19,PR-01576,NW-072,-13,OFC-152
CH-0003478,2026-06-27,PR-01053,SC-012,-16,OFC-102
CH-0003479,2026-05-08,PR-01273,TR-060,-2,OFC-131
CH-0003480,2026-01-23,PR-00393,SR-102,5,OFC-173
CH-0003481,2026-03-28,PR-00388,HE-050,7,OFC-246
CH-0003482,2026-01-29,PR-00518,PR-111,-27,OFC-165
CH-0003483,2026-02-09,PR-02974,CV-020,12,OFC-161
CH-0003484,2026-06-24,PR-00982,TR-062,6,OFC-221
CH-0003485,2026-04-08,PR-00807,EM-031,-20,OFC-212
CH-0003486,2026-04-05,PR-02296,TR-060,-3,OFC-206
CH-0003487,2026-05-04,PR-00287,PR-110,4,OFC-201
CH-0003488,2026-05-11,PR-01935,NW-070,14,OFC-135
CH-0003489,2026-01-27,PR-01329,PR-110,-1,OFC-203
CH-0003490,2026-03-20,PR-02423,EM-031,-23,OFC-127
CH-0003491,2026-04-06,PR-01826,CV-021,-51,OFC-167
CH-0003492,2026-02-25,PR-00659,NW-070,18,OFC-245
CH-0003493,2026-03-06,PR-00004,SC-012,-18,OFC-196
CH-0003494,2026-06-01,PR-01929,SC-010,10,OFC-111
CH-0003495,2026-01-13,PR-01337,CL-091,19,OFC-113
CH-0003496,2026-01-18,PR-02897,CV-002,-28,OFC-211
CH-0003497,2026-03-25,PR-01921,EM-030,13,OFC-145
CH-0003498,2026-03-11,PR-00920,SC-011,-38,OFC-113
CH-0003499,2026-06-11,PR-02787,TR-062,3,OFC-124
CH-0003500,2026-05-08,PR-02062,CV-002,-28,OFC-105
CH-0003501,2026-04-11,PR-00038,FN-040,5,OFC-250
CH-0003502,2026-03-09,PR-01919,CV-002,-24,OFC-238
CH-0003503,2026-03-03,PR-02289,NW-072,-9,OFC-106
CH-0003504,2026-01-12,PR-00081,CV-020,10,OFC-230
CH-0003505,2026-04-20,PR-02469,SR-100,-53,OFC-211
CH-0003506,2026-02-28,PR-01655,CV-003,-58,OFC-187
CH-0003507,2026-03-21,PR-00485,CV-002,-24,OFC-176
CH-0003508,2026-06-04,PR-00971,CV-001,5,OFC-169
CH-0003509,2026-03-23,PR-00385,TR-062,3,OFC-205
CH-0003510,2026-06-06,PR-01765,CV-002,-26,OFC-111
CH-0003511,2026-04-18,PR-02495,NW-070,12,OFC-148
CH-0003512,2026-03-15,PR-00390,HE-050,6,OFC-202
CH-0003513,2026-03-08,PR-01402,EM-030,7,OFC-103
CH-0003514,2026-03-12,PR-02769,SC-013,-77,OFC-172
CH-0003515,2026-05-29,PR-00865,TR-061,-44,OFC-221
CH-0003516,2026-05-08,PR-02405,TR-061,-48,OFC-171
CH-0003517,2026-03-07,PR-00476,TR-060,-2,OFC-226
CH-0003518,2026-02-17,PR-00992,SC-011,-43,OFC-165
CH-0003519,2026-05-21,PR-02201,NW-072,-7,OFC-124
CH-0003520,2026-03-09,PR-00915,CL-091,20,OFC-249
CH-0003521,2026-04-29,PR-02150,NW-072,-13,OFC-153
CH-0003522,2026-01-16,PR-01443,HE-051,-17,OFC-154
CH-0003523,2026-03-16,PR-01433,NW-070,17,OFC-108
CH-0003524,2026-06-10,PR-00064,FN-040,2,OFC-226
CH-0003525,2026-04-03,PR-01063,HE-050,8,OFC-123
CH-0003526,2026-05-16,PR-02471,SC-011,-43,OFC-161
CH-0003527,2026-02-16,PR-00938,SR-102,7,OFC-202
CH-0003528,2026-05-05,PR-00793,CL-091,20,OFC-153
CH-0003529,2026-02-17,PR-01979,EM-030,8,OFC-129
CH-0003530,2026-01-24,PR-00320,SR-102,4,OFC-123
CH-0003531,2026-03-13,PR-00885,NW-072,-12,OFC-168
CH-0003532,2026-02-16,PR-02084,CL-091,21,OFC-202
CH-0003533,2026-02-24,PR-00101,HE-050,5,OFC-194
CH-0003534,2026-03-27,PR-00548,SC-010,6,OFC-197
CH-0003535,2026-04-12,PR-00273,SR-102,8,OFC-244
CH-0003536,2026-06-13,PR-02437,SR-101,-40,OFC-202
CH-0003537,2026-01-23,PR-00391,HE-051,-15,OFC-196
CH-0003538,2026-05-18,PR-01277,NW-071,-22,OFC-107
CH-0003539,2026-01-26,PR-02768,NW-070,16,OFC-166
CH-0003540,2026-02-18,PR-00993,SC-011,-39,OFC-110
CH-0003541,2026-04-15,PR-01614,TR-061,-44,OFC-208
CH-0003542,2026-04-17,PR-00911,CV-001,2,OFC-226
CH-0003543,2026-03-09,PR-02294,SC-013,-72,OFC-227
CH-0003544,2026-01-01,PR-01267,NW-071,-23,OFC-207
CH-0003545,2026-05-31,PR-00826,TR-062,2,OFC-191
CH-0003546,2026-04-26,PR-00085,SC-013,-72,OFC-184
CH-0003547,2026-02-08,PR-02597,HE-050,6,OFC-250
CH-0003548,2026-06-19,PR-02827,NW-072,-10,OFC-143
CH-0003549,2026-06-18,PR-02914,SC-012,-18,OFC-158
CH-0003550,2026-02-06,PR-01884,TR-060,-3,OFC-236
CH-0003551,2026-03-30,PR-00891,CV-021,-52,OFC-125
CH-0003552,2026-06-02,PR-02034,CV-003,-62,OFC-179
CH-0003553,2026-02-21,PR-02249,TR-060,-3,OFC-245
CH-0003554,2026-01-25,PR-01719,CV-001,6,OFC-148
CH-0003555,2026-05-08,PR-02440,PR-110,1,OFC-240
CH-0003556,2026-05-04,PR-00901,TR-060,-1,OFC-142
CH-0003557,2026-04-01,PR-01649,AP-081,-8,OFC-249
CH-0003558,2026-05-20,PR-02151,TR-062,1,OFC-110
CH-0003559,2026-01-26,PR-02084,FN-041,-11,OFC-140
CH-0003560,2026-03-12,PR-00648,SR-100,-52,OFC-204
CH-0003561,2026-02-20,PR-01882,SC-012,-17,OFC-212
CH-0003562,2026-01-16,PR-02854,EM-031,-23,OFC-244
CH-0003563,2026-02-15,PR-00830,CL-091,17,OFC-231
CH-0003564,2026-03-29,PR-01425,SC-013,-74,OFC-113
CH-0003565,2026-05-21,PR-02122,SC-013,-74,OFC-134
CH-0003566,2026-01-16,PR-02574,SR-100,-52,OFC-210
CH-0003567,2026-06-15,PR-02542,NW-071,-24,OFC-174
CH-0003568,2026-05-30,PR-01827,TR-060,1,OFC-243
CH-0003569,2026-03-20,PR-00196,NW-070,12,OFC-145
CH-0003570,2026-03-18,PR-02041,TR-060,-3,OFC-245
CH-0003571,2026-03-23,PR-00376,TR-061,-42,OFC-206
CH-0003572,2026-01-30,PR-00366,PR-110,2,OFC-249
CH-0003573,2026-01-19,PR-02063,CV-002,-27,OFC-150
CH-0003574,2026-02-17,PR-00856,SC-013,-78,OFC-172
CH-0003575,2026-01-01,PR-01973,TR-060,-2,OFC-239
CH-0003576,2026-03-07,PR-02363,TR-062,4,OFC-155
CH-0003577,2026-02-26,PR-00565,EM-030,8,OFC-125
CH-0003578,2026-05-25,PR-01788,FN-041,-11,OFC-196
CH-0003579,2026-03-15,PR-01329,PR-111,-28,OFC-101
CH-0003580,2026-06-03,PR-00945,NW-072,-8,OFC-148
CH-0003581,2026-05-22,PR-00205,CV-003,-58,OFC-130
CH-0003582,2026-04-20,PR-00367,FN-041,-9,OFC-188
CH-0003583,2026-01-30,PR-02646,NW-072,-8,OFC-189
CH-0003584,2026-05-02,PR-01832,HE-051,-18,OFC-171
CH-0003585,2026-05-15,PR-02465,SR-100,-58,OFC-105
CH-0003586,2026-01-14,PR-01407,CV-003,-62,OFC-178
CH-0003587,2026-05-29,PR-01472,EM-030,8,OFC-243
CH-0003588,2026-04-02,PR-02005,SR-102,6,OFC-137
CH-0003589,2026-03-01,PR-01134,FN-041,-6,OFC-215
CH-0003590,2026-01-06,PR-00181,TR-060,1,OFC-236
CH-0003591,2026-04-02,PR-02472,AP-081,-8,OFC-230
CH-0003592,2026-03-12,PR-01017,TR-060,-3,OFC-117
CH-0003593,2026-06-11,PR-00981,SC-011,-41,OFC-120
CH-0003594,2026-03-27,PR-02041,CL-091,17,OFC-223
CH-0003595,2026-02-17,PR-01791,CV-021,-48,OFC-227
CH-0003596,2026-05-27,PR-02940,EM-031,-19,OFC-142
CH-0003597,2026-03-10,PR-02697,SC-012,-12,OFC-121
CH-0003598,2026-05-02,PR-02029,CV-020,10,OFC-210
CH-0003599,2026-06-15,PR-02285,SR-101,-36,OFC-223
CH-0003600,2026-02-20,PR-00595,TR-062,7,OFC-208
CH-0003601,2026-02-10,PR-02106,SC-010,7,OFC-168
CH-0003602,2026-03-07,PR-02681,TR-062,4,OFC-101
CH-0003603,2026-03-22,PR-02123,CV-021,-53,OFC-134
CH-0003604,2026-02-10,PR-01132,CV-020,15,OFC-221
CH-0003605,2026-04-02,PR-01625,SR-102,8,OFC-247
CH-0003606,2026-04-04,PR-00052,CV-021,-53,OFC-202
CH-0003607,2026-04-01,PR-02991,TR-061,-47,OFC-170
CH-0003608,2026-05-17,PR-02473,EM-030,9,OFC-111
CH-0003609,2026-04-12,PR-02426,CV-003,-60,OFC-129
CH-0003610,2026-05-30,PR-01101,HE-051,-17,OFC-119
CH-0003611,2026-05-18,PR-02094,TR-062,4,OFC-215
CH-0003612,2026-04-09,PR-01549,FN-041,-6,OFC-104
CH-0003613,2026-05-15,PR-00585,SR-102,10,OFC-227
CH-0003614,2026-05-29,PR-00865,CL-091,15,OFC-241
CH-0003615,2026-03-27,PR-00179,EM-031,-23,OFC-117
CH-0003616,2026-04-06,PR-01030,NW-070,13,OFC-219
CH-0003617,2026-03-29,PR-01822,EM-030,12,OFC-184
CH-0003618,2026-04-28,PR-02968,CV-002,-28,OFC-235
CH-0003619,2026-04-23,PR-00045,PR-111,-31,OFC-204
CH-0003620,2026-01-15,PR-02147,SC-010,8,OFC-196
CH-0003621,2026-01-20,PR-00581,SR-102,6,OFC-128
CH-0003622,2026-04-13,PR-01168,HE-051,-19,OFC-241
CH-0003623,2026-02-09,PR-00201,SC-013,-76,OFC-189
CH-0003624,2026-05-20,PR-01803,SR-100,-53,OFC-133
CH-0003625,2026-03-30,PR-02827,AP-080,35,OFC-221
CH-0003626,2026-05-24,PR-00002,CV-020,9,OFC-158
CH-0003627,2026-04-28,PR-01377,AP-081,-2,OFC-149
CH-0003628,2026-03-29,PR-00492,CV-020,13,OFC-162
CH-0003629,2026-03-08,PR-00389,HE-050,9,OFC-110
CH-0003630,2026-05-12,PR-01032,NW-072,-9,OFC-158
CH-0003631,2026-05-09,PR-02952,AP-080,38,OFC-120
CH-0003632,2026-05-31,PR-01491,TR-060,-1,OFC-126
CH-0003633,2026-05-11,PR-00400,SR-100,-58,OFC-219
CH-0003634,2026-06-08,PR-01234,CL-090,-13,OFC-238
CH-0003635,2026-02-24,PR-00916,SC-011,-37,OFC-239
CH-0003636,2026-04-13,PR-01759,AP-080,33,OFC-246
CH-0003637,2026-03-12,PR-02940,PR-111,-26,OFC-102
CH-0003638,2026-03-09,PR-02493,NW-070,13,OFC-215
CH-0003639,2026-01-12,PR-02792,CV-001,4,OFC-146
CH-0003640,2026-06-17,PR-02179,SC-011,-42,OFC-246
CH-0003641,2026-06-22,PR-01278,CV-001,2,OFC-170
CH-0003642,2026-03-12,PR-02219,EM-031,-18,OFC-216
CH-0003643,2026-03-18,PR-00539,SC-011,-41,OFC-165
CH-0003644,2026-02-12,PR-00324,TR-061,-43,OFC-136
CH-0003645,2026-02-25,PR-02001,CL-090,-13,OFC-223
CH-0003646,2026-06-11,PR-00492,CV-003,-59,OFC-131
CH-0003647,2026-03-31,PR-02804,FN-040,2,OFC-207
CH-0003648,2026-06-20,PR-02191,NW-071,-20,OFC-202
CH-0003649,2026-01-24,PR-02409,SC-013,-74,OFC-162
CH-0003650,2026-04-06,PR-01288,SR-101,-36,OFC-168
CH-0003651,2026-03-20,PR-02087,CL-090,-12,OFC-121
CH-0003652,2026-01-20,PR-00604,EM-030,11,OFC-101
CH-0003653,2026-01-30,PR-02641,FN-040,0,OFC-210
CH-0003654,2026-06-28,PR-01980,SC-012,-14,OFC-121
CH-0003655,2026-06-12,PR-00953,CV-020,15,OFC-231
CH-0003656,2026-06-13,PR-02211,CL-090,-14,OFC-249
CH-0003657,2026-04-10,PR-01489,FN-040,3,OFC-157
CH-0003658,2026-01-06,PR-02635,AP-081,-6,OFC-231
CH-0003659,2026-02-15,PR-02744,TR-061,-43,OFC-181
CH-0003660,2026-05-26,PR-00668,CV-001,3,OFC-126
CH-0003661,2026-02-17,PR-02469,CV-021,-48,OFC-235
CH-0003662,2026-06-09,PR-01299,SC-011,-42,OFC-139
CH-0003663,2026-04-24,PR-01728,EM-030,9,OFC-150
CH-0003664,2026-04-25,PR-00183,CV-003,-59,OFC-235
CH-0003665,2026-05-07,PR-02766,FN-041,-8,OFC-194
CH-0003666,2026-06-16,PR-02333,SC-010,9,OFC-131
CH-0003667,2026-02-10,PR-01132,SC-012,-15,OFC-167
CH-0003668,2026-06-22,PR-01480,CL-091,15,OFC-105
CH-0003669,2026-06-02,PR-01300,AP-080,32,OFC-175
CH-0003670,2026-06-10,PR-02190,CV-020,9,OFC-115
CH-0003671,2026-02-20,PR-00243,AP-080,37,OFC-166
CH-0003672,2026-02-27,PR-00055,NW-072,-12,OFC-243
CH-0003673,2026-02-23,PR-02123,SC-013,-75,OFC-152
CH-0003674,2026-04-08,PR-00549,EM-030,13,OFC-210
CH-0003675,2026-03-11,PR-00739,NW-070,18,OFC-147
CH-0003676,2026-05-15,PR-01034,CL-091,19,OFC-141
CH-0003677,2026-06-05,PR-01357,CV-020,13,OFC-152
CH-0003678,2026-03-10,PR-01730,NW-071,-21,OFC-123
CH-0003679,2026-05-25,PR-02414,HE-050,7,OFC-136
CH-0003680,2026-02-19,PR-02680,TR-060,3,OFC-247
CH-0003681,2026-03-05,PR-00006,CV-002,-22,OFC-211
CH-0003682,2026-05-11,PR-01086,CL-091,16,OFC-216
CH-0003683,2026-04-25,PR-00801,AP-080,37,OFC-221
CH-0003684,2026-03-13,PR-01874,FN-040,2,OFC-136
CH-0003685,2026-01-25,PR-00252,SC-011,-42,OFC-101
CH-0003686,2026-04-13,PR-02372,CL-090,-14,OFC-108
CH-0003687,2026-01-22,PR-01126,CV-001,3,OFC-187
CH-0003688,2026-06-24,PR-01380,PR-111,-30,OFC-109
CH-0003689,2026-01-20,PR-00344,AP-081,-6,OFC-109
CH-0003690,2026-06-28,PR-01785,SR-101,-38,OFC-189
CH-0003691,2026-02-10,PR-02004,CV-003,-59,OFC-166
CH-0003692,2026-03-15,PR-00829,TR-060,2,OFC-219
CH-0003693,2026-01-02,PR-02612,TR-062,1,OFC-192
CH-0003694,2026-02-27,PR-01213,EM-030,11,OFC-135
CH-0003695,2026-05-18,PR-00517,SC-010,7,OFC-232
CH-0003696,2026-01-17,PR-00546,NW-072,-7,OFC-223
CH-0003697,2026-03-10,PR-02033,HE-050,6,OFC-150
CH-0003698,2026-05-13,PR-00659,CL-091,21,OFC-149
CH-0003699,2026-05-24,PR-02496,HE-051,-16,OFC-247
CH-0003700,2026-06-17,PR-00996,EM-031,-17,OFC-105
CH-0003701,2026-06-23,PR-02400,EM-031,-19,OFC-216
CH-0003702,2026-02-12,PR-02751,HE-050,5,OFC-240
CH-0003703,2026-03-17,PR-00453,FN-041,-5,OFC-122
CH-0003704,2026-06-15,PR-02674,SR-101,-37,OFC-190
CH-0003705,2026-02-22,PR-01588,NW-071,-19,OFC-112
CH-0003706,2026-06-16,PR-01973,CV-021,-50,OFC-170
CH-0003707,2026-05-15,PR-01495,SC-011,-43,OFC-201
CH-0003708,2026-04-04,PR-02469,FN-041,-9,OFC-209
CH-0003709,2026-04-14,PR-02763,CV-021,-47,OFC-213
CH-0003710,2026-06-16,PR-02076,FN-041,-9,OFC-173
CH-0003711,2026-01-29,PR-02969,CV-003,-61,OFC-118
CH-0003712,2026-04-10,PR-00534,TR-062,3,OFC-186
CH-0003713,2026-02-16,PR-02760,HE-050,7,OFC-149
CH-0003714,2026-06-06,PR-01867,SR-102,4,OFC-154
CH-0003715,2026-05-01,PR-01330,AP-081,-8,OFC-130
CH-0003716,2026-05-05,PR-00300,TR-061,-42,OFC-185
CH-0003717,2026-04-24,PR-00561,EM-031,-21,OFC-156
CH-0003718,2026-01-22,PR-01097,HE-050,9,OFC-242
CH-0003719,2026-02-17,PR-00239,PR-110,-1,OFC-137
CH-0003720,2026-05-26,PR-00450,EM-030,11,OFC-157
CH-0003721,2026-06-27,PR-02110,SC-013,-76,OFC-198
CH-0003722,2026-05-05,PR-00123,CL-091,15,OFC-140
CH-0003723,2026-01-17,PR-00670,HE-050,6,OFC-116
CH-0003724,2026-03-24,PR-01147,FN-041,-5,OFC-149
CH-0003725,2026-05-05,PR-02321,CL-091,19,OFC-102
CH-0003726,2026-03-03,PR-00528,NW-070,16,OFC-107
CH-0003727,2026-02-09,PR-01000,AP-081,-4,OFC-248
CH-0003728,2026-03-15,PR-00012,CV-003,-58,OFC-124
CH-0003729,2026-02-08,PR-01449,AP-081,-3,OFC-134
CH-0003730,2026-05-13,PR-01603,TR-060,-2,OFC-181
CH-0003731,2026-02-04,PR-01639,NW-072,-7,OFC-196
CH-0003732,2026-06-13,PR-01798,TR-062,1,OFC-147
CH-0003733,2026-05-03,PR-01673,NW-071,-21,OFC-174
CH-0003734,2026-06-16,PR-02831,NW-071,-25,OFC-201
CH-0003735,2026-02-12,PR-01955,FN-041,-6,OFC-214
CH-0003736,2026-02-01,PR-02847,FN-040,4,OFC-213
CH-0003737,2026-06-29,PR-01890,EM-031,-17,OFC-100
CH-0003738,2026-06-03,PR-00641,FN-040,2,OFC-190
CH-0003739,2026-04-24,PR-00812,NW-070,12,OFC-125
CH-0003740,2026-03-13,PR-00385,EM-030,12,OFC-106
CH-0003741,2026-04-16,PR-01516,CL-090,-15,OFC-193
CH-0003742,2026-03-28,PR-02045,AP-080,36,OFC-194
CH-0003743,2026-04-28,PR-00432,NW-071,-24,OFC-230
CH-0003744,2026-01-08,PR-01107,CV-020,13,OFC-110
CH-0003745,2026-03-01,PR-01926,CV-020,9,OFC-161
CH-0003746,2026-01-20,PR-01314,HE-051,-16,OFC-103
CH-0003747,2026-01-30,PR-02610,CV-021,-53,OFC-137
CH-0003748,2026-06-26,PR-01866,PR-110,4,OFC-230
CH-0003749,2026-04-02,PR-00090,NW-072,-10,OFC-213
CH-0003750,2026-02-17,PR-00967,NW-072,-7,OFC-230
CH-0003751,2026-02-17,PR-00223,SR-100,-54,OFC-186
CH-0003752,2026-05-23,PR-01046,SC-013,-74,OFC-133
CH-0003753,2026-01-05,PR-00997,SC-013,-73,OFC-164
CH-0003754,2026-02-11,PR-02679,HE-051,-15,OFC-108
CH-0003755,2026-05-27,PR-01341,CV-003,-58,OFC-152
CH-0003756,2026-05-26,PR-00285,SC-010,6,OFC-129
CH-0003757,2026-06-19,PR-00038,SR-101,-38,OFC-225
CH-0003758,2026-03-25,PR-01528,TR-061,-43,OFC-155
CH-0003759,2026-04-27,PR-00645,FN-041,-7,OFC-132
CH-0003760,2026-04-19,PR-02791,SC-011,-41,OFC-203
CH-0003761,2026-04-04,PR-01332,FN-041,-9,OFC-188
CH-0003762,2026-05-08,PR-02015,SR-100,-55,OFC-199
CH-0003763,2026-06-28,PR-01595,TR-060,1,OFC-173
CH-0003764,2026-04-03,PR-00225,SC-013,-72,OFC-167
CH-0003765,2026-01-27,PR-00967,AP-081,-2,OFC-170
CH-0003766,2026-02-24,PR-01753,NW-070,18,OFC-210
CH-0003767,2026-01-14,PR-02358,HE-051,-17,OFC-195
CH-0003768,2026-06-15,PR-00488,SC-010,5,OFC-234
CH-0003769,2026-03-30,PR-00303,NW-070,17,OFC-174
CH-0003770,2026-02-05,PR-02099,SC-012,-17,OFC-236
CH-0003771,2026-03-25,PR-01489,SR-100,-55,OFC-125
CH-0003772,2026-05-01,PR-02553,PR-110,0,OFC-108
CH-0003773,2026-02-27,PR-00185,SR-100,-56,OFC-197
CH-0003774,2026-01-30,PR-01598,PR-110,3,OFC-142
CH-0003775,2026-02-01,PR-00035,CV-021,-52,OFC-199
